ID,n_clicks,n_visitas,monto_compras,monto_descuentos,dias_primera_compra,info_perfil
14CGvHWx,633.0,127.0,1369.4,1159.1,121.0,110.0
nT8ElyWz,499.0,169.0,1418.0,1243.8,336.0,112.0
7TmiV9lq,726.0,163.0,1508.8,1082.2,97.0,193.0
ydLbw2k2,923.0,114.0,1424.9,1296.0,177.0,55.0
9KXFZUUd,478.0,120.0,1161.0,1407.2,225.0,198.0
1bpPWR8D,535.0,78.0,1760.3,1067.1,202.0,230.0
DduIdWR5,780.0,142.0,1387.2,1397.9,150.0,127.0
Fd7FgUTT,531.0,109.0,1610.9,1117.3,275.0,206.0
3gj6Ob8g,439.0,135.0,1718.5,1216.5,287.0,160.0
RrJG3jxC,616.0,101.0,1913.2,862.5,152.0,140.0
dYCRLxGU,717.0,132.0,1538.7,851.8,136.0,248.0
yNtVPWGm,464.0,127.0,1290.2,1073.7,154.0,250.0
sgkx2if3,747.0,100.0,1121.1,1202.8,218.0,163.0
l6DinzU7,589.0,183.0,1886.3,899.4,247.0,102.0
UvjWtvNa,800.0,166.0,1273.7,1336.7,282.0,145.0
fqH8GpXO,478.0,121.0,1244.8,1270.8,196.0,172.0
WwWdhw4Z,339.0,122.0,1332.5,1139.0,220.0,158.0
Gk38M06M,430.0,100.0,1169.2,979.8,224.0,259.0
SV8Afn7B,695.0,164.0,1202.0,1313.2,207.0,151.0
M4JDOR8t,466.0,88.0,1509.0,887.3,214.0,167.0
I3K9FRQg,478.0,169.0,1218.1,1191.6,189.0,144.0
tsd4wE1E,767.0,97.0,1743.5,1112.7,248.0,126.0
F85q2cry,527.0,141.0,1333.5,915.1,244.0,105.0
zn356wqc,609.0,116.0,825.8,1291.4,181.0,156.0
8SNDAKNh,324.0,166.0,1795.9,1278.6,214.0,116.0
0kVMHx9n,673.0,66.0,1524.6,1613.1,236.0,182.0
M9NZ9iW8,686.0,107.0,1722.8,1614.0,254.0,170.0
7vhzJhzD,583.0,155.0,993.8,1258.7,177.0,174.0
bNK9BHSJ,703.0,103.0,1384.4,1200.7,110.0,176.0
r7BUNneo,637.0,181.0,1597.7,1080.9,217.0,206.0
oFmuG5WN,555.0,102.0,1330.4,644.0,229.0,162.0
jiP3Qist,729.0,134.0,1597.6,1261.9,189.0,180.0
nJIDPxD4,532.0,83.0,902.5,751.1,95.0,108.0
ucXMGUni,629.0,132.0,1536.8,1216.7,237.0,210.0
DQp9G18X,634.0,140.0,900.5,954.4,184.0,160.0
F8TpEhu7,851.0,168.0,1259.6,1177.9,219.0,214.0
VoKTz2dQ,649.0,100.0,1417.4,970.2,228.0,103.0
EKXxEWHI,430.0,127.0,1208.8,1581.1,145.0,126.0
HcUVc0ca,526.0,99.0,1561.2,857.7,267.0,187.0
eAYvE6ra,757.0,143.0,1879.7,1145.4,131.0,117.0
GtjD4YSy,698.0,140.0,1715.1,890.6,228.0,92.0
iqPpxRZK,472.0,104.0,1499.8,1911.3,156.0,169.0
jcjgSmrY,670.0,80.0,648.7,1120.9,217.0,166.0
kvEBnE8k,412.0,158.0,416.7,1141.8,199.0,146.0
RWFcmCDE,530.0,146.0,1430.7,911.0,152.0,117.0
bmUooVgP,364.0,110.0,1287.6,936.3,197.0,170.0
xhgFANO7,560.0,131.0,1275.4,959.0,254.0,183.0
D7V5h4tj,413.0,195.0,1250.7,1131.1,140.0,158.0
EmyjEYYD,345.0,158.0,1760.2,1281.9,202.0,116.0
rCJqc9lO,640.0,93.0,1353.6,1442.2,192.0,186.0
W4Vf6rZ0,703.0,127.0,1772.0,1009.0,110.0,200.0
OprgJOFX,850.0,117.0,1055.0,1481.3,107.0,124.0
zHXjT0RS,362.0,163.0,1460.1,1564.9,209.0,102.0
HTAXmP5l,551.0,82.0,1352.4,1524.7,206.0,253.0
okwaCO7n,456.0,98.0,1549.1,1080.4,241.0,229.0
n7lTx8vG,374.0,79.0,1116.5,1372.3,111.0,166.0
CE9wCM80,657.0,79.0,720.8,1114.4,165.0,246.0
hB97dxjh,596.0,134.0,566.5,1262.9,191.0,173.0
YVb3XKSi,426.0,198.0,1650.0,1156.5,280.0,290.0
UHoD6vpk,646.0,161.0,1130.5,970.4,162.0,212.0
Idv3rLI0,465.0,85.0,1129.5,1353.0,167.0,102.0
39ZKaXD2,821.0,105.0,1458.2,1205.7,249.0,156.0
K19MPnMC,778.0,167.0,1635.1,893.1,165.0,178.0
0AkD319J,651.0,155.0,1631.1,711.2,234.0,170.0
F2wG7QFY,346.0,177.0,1220.5,1602.6,167.0,102.0
QQLxOrSK,420.0,131.0,1077.8,1612.5,129.0,165.0
FsnNaGUr,619.0,45.0,1362.0,1270.8,190.0,118.0
bZcxO8Dj,811.0,166.0,1446.9,1036.9,192.0,179.0
8BlJHriG,567.0,148.0,1455.9,989.9,153.0,176.0
BmQJZNdM,548.0,94.0,1208.7,1342.5,191.0,174.0
10oKuXkf,579.0,74.0,2020.1,1418.1,176.0,93.0
iyKbAPBz,526.0,152.0,1469.9,697.2,174.0,222.0
O8tur1va,856.0,150.0,1164.9,1278.3,153.0,227.0
N3WlUBq6,621.0,74.0,1219.0,1234.6,189.0,94.0
FUApDMzs,262.0,98.0,1748.1,1390.0,160.0,181.0
VIHvnoGQ,551.0,88.0,1695.6,1284.4,213.0,133.0
QodbySH1,632.0,122.0,1457.2,1189.0,202.0,215.0
k8TmuGfG,543.0,115.0,1558.2,1198.9,223.0,177.0
m4QDoIIP,893.0,61.0,1155.0,1128.5,204.0,240.0
u8f3aHqu,664.0,103.0,1072.9,1318.4,142.0,166.0
5EdDFyhC,476.0,144.0,1142.3,888.5,261.0,152.0
aKxcp6u9,620.0,64.0,1494.2,1071.5,160.0,94.0
FwlF5PJm,622.0,141.0,1616.2,928.0,124.0,96.0
he0LdOYz,779.0,47.0,966.8,881.9,186.0,230.0
9cglyxgq,378.0,102.0,1200.3,1110.3,241.0,116.0
c7j2RMek,638.0,127.0,1987.1,1116.8,199.0,163.0
NJgCPf4k,672.0,44.0,1356.0,797.7,223.0,162.0
KWAkrzAW,637.0,82.0,1782.1,1244.2,121.0,152.0
VTHyh2B1,451.0,169.0,1395.6,1057.3,221.0,158.0
YOyUvLNd,453.0,147.0,976.5,1437.2,248.0,259.0
vl8dtUnj,633.0,132.0,1823.7,1038.3,240.0,244.0
m25h1LML,576.0,139.0,1872.5,1380.9,238.0,217.0
IUzDQvrw,527.0,129.0,1653.7,1612.1,231.0,208.0
L3tW0vip,697.0,108.0,1482.2,1118.3,215.0,153.0
yk4pwbxZ,582.0,172.0,1573.5,1044.6,203.0,184.0
pW30bMsD,441.0,149.0,2119.1,1392.6,212.0,145.0
TWv9wNRG,596.0,129.0,1178.4,1261.5,177.0,121.0
8Hx0UIFZ,523.0,195.0,1248.7,1530.8,227.0,142.0
YupKZ7u2,587.0,121.0,1157.0,1312.5,210.0,188.0
hSnQNyDK,559.0,82.0,1303.2,924.0,172.0,157.0
gzgb46gv,719.0,105.0,1379.7,1124.5,301.0,186.0
QAd8X7vb,445.0,132.0,1712.8,1479.6,215.0,144.0
PVXWv2en,508.0,150.0,2086.3,1086.3,188.0,154.0
jp6ITwKi,631.0,76.0,1140.6,1303.8,209.0,105.0
nZn6RlIm,600.0,91.0,1241.7,1002.4,145.0,185.0
uigINLwv,786.0,119.0,1550.9,1240.1,134.0,162.0
14AjnpFx,434.0,125.0,1256.8,1219.6,163.0,94.0
WOFBHMvS,728.0,187.0,1806.8,1089.2,233.0,196.0
oVvwJw5O,739.0,151.0,1521.6,899.9,246.0,187.0
WLnWSnR7,514.0,166.0,1334.4,882.8,232.0,123.0
yvEtetZI,646.0,101.0,1725.5,848.4,195.0,161.0
1x0hm0eX,651.0,83.0,1032.6,1001.6,259.0,164.0
mT71YnDw,561.0,64.0,1825.9,1204.5,233.0,167.0
ssOmLjva,514.0,142.0,1368.5,1726.7,229.0,118.0
gXz8HIo2,764.0,128.0,1446.1,1160.7,205.0,248.0
AAzPTYo9,365.0,56.0,1535.6,900.6,127.0,142.0
v7NhnrXS,366.0,50.0,1568.1,1039.8,202.0,116.0
rImyNCuv,468.0,185.0,1294.8,1435.9,112.0,179.0
0eFeJzvE,643.0,109.0,1368.2,1045.3,162.0,207.0
RmMQOi81,654.0,136.0,1774.2,1761.6,199.0,208.0
HMvdjpb0,677.0,174.0,1433.6,898.4,218.0,139.0
QVrOJtGx,609.0,98.0,869.3,1188.9,179.0,119.0
y0Dk5b3N,608.0,152.0,1909.0,849.9,227.0,180.0
7bPRXVLU,598.0,119.0,1463.9,1119.4,316.0,111.0
0fZ8FZla,637.0,121.0,1055.2,1024.7,227.0,148.0
1wnk5SJ6,531.0,145.0,1676.5,1395.2,252.0,138.0
QGMPsHG2,496.0,115.0,1279.3,1174.4,222.0,203.0
bNOS0Xgg,515.0,138.0,1330.3,1081.4,192.0,155.0
mqj9Svv2,490.0,112.0,958.8,875.4,244.0,147.0
8RpjHvEt,542.0,138.0,981.8,1364.4,226.0,150.0
QTfSEWy0,469.0,158.0,1495.4,1311.2,232.0,192.0
xsL8Q0fQ,764.0,82.0,1344.7,926.2,171.0,99.0
CoggwRZx,644.0,129.0,1252.9,1531.7,182.0,191.0
Pgkr3Tne,456.0,145.0,1142.2,1011.5,225.0,188.0
hGiD3gdt,369.0,91.0,901.3,770.6,181.0,76.0
WoMsqQfi,625.0,102.0,1445.0,1051.6,205.0,234.0
hgp7JOBg,699.0,173.0,1380.1,1248.7,304.0,160.0
CFpylstK,388.0,131.0,1056.0,1264.5,317.0,150.0
svVijA8f,448.0,96.0,814.3,686.2,209.0,173.0
d01SkBc7,804.0,127.0,933.4,1118.4,248.0,165.0
XudYjylS,457.0,85.0,925.9,1157.8,267.0,235.0
0VsEBx7i,603.0,135.0,1576.9,1331.1,145.0,162.0
WeNj92XH,551.0,134.0,1337.7,1388.0,163.0,240.0
04V5GGE7,702.0,178.0,945.8,975.6,197.0,208.0
fM3fDQP7,536.0,119.0,1523.8,1456.2,267.0,138.0
AzxKv9hu,640.0,145.0,794.7,709.7,284.0,166.0
JxZ6yCCF,464.0,118.0,1630.9,1203.2,195.0,173.0
3UrkkUrl,620.0,101.0,1222.7,1257.2,335.0,142.0
9WdrvNkS,690.0,104.0,1003.3,863.6,266.0,175.0
kiLKNziP,303.0,141.0,1192.0,1258.0,238.0,173.0
3YYeNbkk,194.0,112.0,1468.8,682.9,214.0,99.0
5eRoSLQM,421.0,93.0,1445.8,953.0,211.0,171.0
p7NSErjb,678.0,114.0,1125.5,912.7,248.0,147.0
JRwaYqkl,449.0,171.0,1400.0,1344.8,168.0,134.0
rItReekG,481.0,109.0,1237.4,1085.8,190.0,177.0
QUsv0bzY,560.0,77.0,694.1,791.1,88.0,125.0
MT3HL1pQ,798.0,77.0,1149.0,874.1,169.0,229.0
Q7HjAZgs,802.0,138.0,1237.0,897.8,184.0,147.0
hYBx7VdE,642.0,168.0,1488.9,860.8,207.0,174.0
n2eppmEZ,497.0,141.0,1564.5,1232.1,208.0,164.0
CUuw9J6c,422.0,108.0,944.1,1258.2,239.0,256.0
H1WhMMTa,1032.0,158.0,1846.1,1047.0,160.0,58.0
bSXnDQFo,258.0,151.0,1381.4,505.2,105.0,115.0
CI2DKJdP,1037.0,154.0,1123.6,745.1,190.0,143.0
KWa2Ui63,813.0,61.0,1607.5,1534.8,290.0,133.0
cSkCPzKV,713.0,89.0,1311.7,1097.4,228.0,122.0
txSexZQm,762.0,150.0,1753.3,830.1,231.0,194.0
dIsAKhd8,615.0,170.0,1363.7,1137.0,194.0,190.0
LuyMhPof,710.0,122.0,708.7,1543.9,165.0,215.0
dNnj61Rl,809.0,184.0,2140.1,1316.0,175.0,198.0
j9JSUK6P,620.0,125.0,1767.7,988.6,207.0,228.0
cqv0zYSj,757.0,111.0,1341.2,1291.6,159.0,121.0
i9IM1Tuw,765.0,133.0,1204.4,1153.1,251.0,180.0
1KFtJ9E3,401.0,168.0,1453.0,843.1,252.0,224.0
UKjeAsDy,707.0,152.0,1322.7,1149.2,194.0,150.0
VFbNv6em,542.0,137.0,1786.4,837.2,244.0,195.0
O9A5LWrM,441.0,87.0,1029.3,1610.4,230.0,169.0
ccgnlC9t,695.0,105.0,1675.3,796.4,242.0,132.0
OW9CpTns,705.0,124.0,1711.4,1476.5,211.0,195.0
xOaXHxf9,536.0,140.0,1777.1,1276.5,235.0,178.0
HuXdxiT8,297.0,207.0,917.0,980.5,243.0,166.0
k0PdWyd8,519.0,165.0,1897.7,616.8,241.0,118.0
Tay9RL0f,557.0,171.0,1649.5,1428.9,182.0,236.0
zvAfbRCT,417.0,116.0,1741.2,745.4,245.0,92.0
fzuTn1Ui,604.0,89.0,1681.3,1433.1,102.0,102.0
80xc1iB0,576.0,146.0,1625.2,1453.1,176.0,141.0
zpUmnDqg,642.0,99.0,1413.8,1183.2,210.0,182.0
exSVCJNW,581.0,131.0,1864.5,1208.8,296.0,251.0
nt3t6k9X,530.0,88.0,1483.4,988.3,121.0,203.0
MdeLH3gf,577.0,64.0,1384.6,500.5,213.0,135.0
CZWqwXZo,590.0,110.0,1123.8,954.3,178.0,206.0
yJhxLdiN,581.0,107.0,1598.5,994.5,144.0,214.0
nWxg0GNc,519.0,112.0,1401.7,1427.3,171.0,166.0
67A0wjyf,723.0,183.0,1040.2,1004.3,277.0,139.0
yG13kjsj,590.0,124.0,1234.0,960.4,46.0,188.0
xQ0IrdHa,786.0,145.0,2496.0,1465.2,240.0,103.0
fQzgnNpI,628.0,65.0,1612.0,1232.0,201.0,158.0
tZPRH7xy,739.0,164.0,1885.2,1283.0,169.0,187.0
Z8oMp5Yt,871.0,169.0,889.5,1378.1,231.0,149.0
kailbwe7,934.0,135.0,1726.0,1237.6,182.0,161.0
25ymXjaX,570.0,91.0,2351.5,1104.8,189.0,153.0
yBG0O2iB,375.0,82.0,2091.3,1647.9,271.0,101.0
oYHhtF1l,358.0,110.0,1043.2,881.1,83.0,241.0
vtkOqSYV,458.0,101.0,1284.2,1212.8,214.0,220.0
aNUZyXc5,487.0,158.0,2143.2,1402.7,149.0,123.0
hQ3sNQ3I,540.0,159.0,1332.9,1212.0,182.0,115.0
b5lYohCI,380.0,95.0,1203.4,1148.8,156.0,148.0
iBzBfA6T,552.0,117.0,1374.1,890.1,258.0,114.0
L6eEJ5lu,416.0,82.0,844.2,1526.4,193.0,199.0
qrst6v1i,680.0,121.0,1007.6,893.6,105.0,115.0
CAVYSswQ,561.0,74.0,1025.3,993.8,189.0,169.0
jVI1AxLM,684.0,198.0,1851.9,676.5,200.0,262.0
PLrHRV49,609.0,110.0,1022.0,703.2,156.0,195.0
i9BWbD0v,679.0,138.0,999.7,935.7,168.0,175.0
HpYuT04C,397.0,105.0,1696.4,576.8,94.0,164.0
IMTtWP0R,827.0,171.0,1403.9,1529.0,146.0,212.0
PaCdujHU,503.0,168.0,573.6,1262.6,194.0,169.0
Rq3scAB4,435.0,169.0,1763.3,911.1,137.0,118.0
YmntZXxJ,557.0,117.0,1391.4,1198.3,166.0,149.0
tCxl8YvH,525.0,122.0,1361.3,1089.6,283.0,226.0
hFWnxLU0,588.0,121.0,938.6,1613.4,252.0,153.0
5uPfeQRF,499.0,140.0,963.1,1017.1,238.0,172.0
ymTNy8QJ,458.0,156.0,1324.3,1345.0,198.0,135.0
gyQ4dU0R,468.0,113.0,1190.0,1053.9,141.0,175.0
AjihDSg0,584.0,110.0,1618.5,1000.1,188.0,192.0
AFeziAav,587.0,170.0,1375.3,714.5,180.0,120.0
hxR0NbtT,279.0,173.0,594.2,1416.9,236.0,201.0
exPMf6U0,478.0,81.0,2248.3,941.9,268.0,195.0
nAw80uTs,321.0,76.0,1913.5,1286.9,223.0,125.0
zoe8NmcR,647.0,180.0,1073.9,1428.8,165.0,164.0
huq1lmFZ,491.0,172.0,1470.1,1378.8,127.0,148.0
BQ3vqTGF,568.0,150.0,1246.1,919.2,158.0,186.0
sOJ6pEN4,590.0,159.0,1639.6,1006.5,153.0,80.0
vPYylUBW,347.0,131.0,1555.3,1049.2,148.0,124.0
8dJ7Y32V,431.0,91.0,1553.4,1301.3,230.0,239.0
dozcC0jC,707.0,127.0,1445.4,1156.2,287.0,128.0
qeVp3KV8,602.0,101.0,1031.9,923.9,204.0,175.0
x3pf1Bcm,538.0,118.0,1804.1,1260.4,275.0,188.0
KeePRCPi,1044.0,181.0,1600.0,991.7,148.0,140.0
Xf4RnNdT,503.0,153.0,1715.4,1313.5,184.0,273.0
OBLCp1hS,703.0,96.0,1199.7,1114.9,143.0,166.0
GVE4YYCH,611.0,122.0,1241.2,901.1,194.0,187.0
GiUpDrrB,629.0,125.0,2024.7,938.3,231.0,137.0
cB4r6nNm,596.0,118.0,1644.5,1688.7,212.0,199.0
fJQXsKad,959.0,153.0,1695.4,1552.9,159.0,228.0
rbQ04CJP,630.0,57.0,1757.4,872.6,128.0,126.0
882May0S,401.0,158.0,1045.7,1315.9,100.0,234.0
m8UdqUwf,694.0,157.0,1373.3,901.7,83.0,158.0
dK77wtkC,499.0,117.0,1176.6,1146.3,165.0,151.0
MY39vlHm,554.0,88.0,1751.0,1182.0,342.0,168.0
fHlfNjbI,448.0,123.0,995.7,861.9,158.0,253.0
ePkEX8Xd,601.0,154.0,1442.8,928.3,187.0,146.0
PhrvW4IW,486.0,73.0,1722.4,1422.5,216.0,192.0
dA6eRkSU,621.0,127.0,1553.6,1405.4,167.0,218.0
rcthe2GC,495.0,150.0,1411.4,860.2,244.0,84.0
ovxKXsHx,698.0,124.0,1547.0,837.3,260.0,88.0
KKDXqgd6,694.0,97.0,663.2,1221.4,186.0,99.0
il9mIK51,512.0,164.0,1397.6,1254.7,165.0,145.0
ISEpdq29,396.0,119.0,1048.4,1327.1,116.0,197.0
IawU2bif,683.0,125.0,1417.7,1145.2,215.0,103.0
LejKKcCr,810.0,117.0,1358.2,1355.6,158.0,195.0
r7eMYpbO,518.0,67.0,983.6,1004.6,276.0,222.0
PSXX8sjo,475.0,114.0,1528.5,1120.7,221.0,116.0
swMUJEIn,593.0,91.0,910.8,1183.3,305.0,144.0
jWuCK7cO,662.0,218.0,1591.6,710.6,140.0,188.0
mcyACXMc,588.0,44.0,1144.6,1356.7,134.0,154.0
oL7No7bq,447.0,61.0,1264.8,889.6,188.0,152.0
p8ttpwS9,575.0,83.0,1510.7,1441.1,193.0,159.0
aDJl1N8y,528.0,137.0,1665.6,922.5,176.0,200.0
IjlGdVNu,495.0,194.0,1521.0,1455.5,203.0,77.0
2Bxwl64q,525.0,131.0,1195.0,1131.9,269.0,184.0
Lif1LvHN,872.0,118.0,2031.8,1199.0,170.0,152.0
NpP7OtGe,798.0,126.0,1540.2,789.3,234.0,141.0
l8nRCLmi,536.0,127.0,1653.3,1096.2,155.0,176.0
I6Yxhf5U,622.0,129.0,1387.3,1599.0,231.0,241.0
hXFW77KL,676.0,43.0,1235.8,1504.9,62.0,130.0
JDyJzFrO,486.0,155.0,1095.4,1081.3,247.0,147.0
bMeQEOEy,713.0,151.0,1229.8,1482.7,232.0,169.0
RQ1E7AmV,391.0,125.0,1838.7,1110.5,170.0,72.0
NukRDx5X,468.0,166.0,1114.9,1398.1,295.0,200.0
5qvS5bbp,653.0,124.0,1273.5,1161.3,105.0,172.0
jtXx6aLR,776.0,172.0,1610.3,896.5,240.0,257.0
Lb2hE6Bt,625.0,120.0,1290.0,723.1,179.0,168.0
2GiM37Ja,548.0,205.0,1080.8,1127.7,218.0,198.0
07fxfLLQ,569.0,175.0,1044.2,1154.1,209.0,147.0
j29Vi8SP,649.0,174.0,1347.1,1031.2,271.0,64.0
ILJ8utpj,325.0,132.0,1321.2,1067.6,241.0,165.0
fMTHhFgs,594.0,128.0,1762.6,1231.9,168.0,152.0
Gqfjn0ZO,682.0,118.0,1767.8,1172.1,235.0,88.0
wI7PAU4f,678.0,30.0,1263.4,843.4,153.0,141.0
AU4dy2wy,843.0,147.0,1322.2,785.8,278.0,254.0
p5HwwIP1,375.0,157.0,1193.6,1020.7,219.0,126.0
tsJIb1wh,708.0,112.0,854.1,1454.0,157.0,199.0
YLp7XJo8,609.0,163.0,1525.2,903.6,295.0,160.0
gnXWRPEj,488.0,174.0,449.8,1373.6,273.0,233.0
qJiUEoCP,733.0,133.0,1295.3,1012.8,227.0,199.0
XkIUgkhm,583.0,163.0,1394.3,810.9,131.0,189.0
SRiJiMq2,279.0,103.0,1462.9,1184.5,190.0,137.0
rsVkuaXs,533.0,123.0,1273.2,1193.9,135.0,132.0
ZB3mEL0Z,731.0,110.0,1250.8,875.9,232.0,146.0
XxWaGFis,860.0,139.0,1390.6,1058.9,165.0,160.0
Yya3G08B,361.0,145.0,1111.3,1063.7,211.0,92.0
2TBr3OWX,595.0,164.0,1256.4,1095.2,208.0,127.0
aOtDL8Yd,813.0,64.0,1275.2,1025.8,244.0,158.0
5xMMF1hL,609.0,113.0,1384.1,859.1,113.0,202.0
B2hqsmxl,468.0,146.0,1271.7,808.8,82.0,129.0
rol0Osy5,603.0,130.0,1356.8,1455.4,207.0,112.0
oAuY09Si,444.0,,920.1,1242.8,185.0,153.0
DO4GMXFt,630.0,139.0,1515.0,1206.2,212.0,224.0
BvJgwh94,484.0,147.0,1215.7,1714.1,162.0,147.0
8nolNVoO,711.0,124.0,1462.2,1131.9,235.0,182.0
iFYtuXjq,719.0,174.0,1491.8,1154.3,171.0,168.0
WlYfba88,541.0,134.0,1362.1,1338.8,183.0,177.0
OSvwSXQM,526.0,109.0,1401.7,1267.6,159.0,162.0
XTPQscHe,845.0,178.0,1527.1,1116.9,224.0,238.0
FhxEzx8m,605.0,128.0,1603.3,1737.8,207.0,134.0
kKQ5qTV3,567.0,158.0,1701.3,1441.0,143.0,156.0
yUiHT5eJ,663.0,172.0,1334.2,698.1,100.0,186.0
GJekAnZr,463.0,109.0,1453.2,1280.0,175.0,133.0
HlYzYnSh,810.0,115.0,746.5,1132.2,205.0,201.0
RTA1FDWw,757.0,77.0,1373.0,1963.4,140.0,171.0
egSGJL2t,557.0,96.0,1734.7,1067.7,281.0,134.0
wyemIlD6,460.0,138.0,1534.9,1132.5,159.0,196.0
FfrVUlvL,486.0,120.0,1389.5,916.1,198.0,197.0
fRhXhlIl,611.0,173.0,649.4,1297.5,220.0,198.0
YoP4Z3Ja,624.0,165.0,562.6,1475.7,227.0,190.0
sfHopTRS,720.0,142.0,1193.8,965.7,229.0,207.0
K1h3Km7F,639.0,108.0,1154.0,1244.7,164.0,100.0
WMQ8obZg,630.0,116.0,1460.2,1382.5,164.0,98.0
2gsoi50c,650.0,149.0,1308.3,1387.3,131.0,227.0
uImJqvbz,517.0,156.0,1415.6,1087.5,279.0,246.0
Be1hGX60,283.0,104.0,879.0,820.7,209.0,189.0
TENhtJDD,562.0,137.0,1672.1,738.8,163.0,127.0
yg2eyFIA,739.0,118.0,1248.8,1021.2,293.0,227.0
zffSHMFT,441.0,85.0,1780.4,1221.8,316.0,156.0
FkpbWk3r,656.0,145.0,1302.7,1245.0,209.0,230.0
RVjXxtz7,598.0,100.0,799.4,1137.3,253.0,153.0
gYAVREy4,868.0,130.0,1013.1,852.8,63.0,107.0
WIr8RHqn,747.0,164.0,1796.5,819.2,166.0,194.0
k41nSS9K,641.0,123.0,1786.5,1532.7,198.0,86.0
JZeFPHad,729.0,126.0,1026.7,968.5,210.0,137.0
Fb7VtOQs,840.0,159.0,1355.4,1258.0,292.0,223.0
8mR5pAyp,550.0,193.0,1545.1,1391.2,236.0,150.0
s1XLkPO1,516.0,153.0,1014.5,1351.7,184.0,244.0
jHkbdst8,538.0,142.0,1453.9,1381.8,241.0,151.0
YrPnFEp7,695.0,104.0,1566.6,848.5,241.0,178.0
yvnp5KYe,721.0,126.0,1700.7,1412.6,117.0,155.0
09IPWXw5,762.0,168.0,1570.2,797.7,224.0,122.0
jSeToqTQ,751.0,108.0,956.0,1747.4,172.0,120.0
Vyor5Enw,743.0,112.0,1368.3,795.0,185.0,123.0
tNvvACee,487.0,137.0,1349.5,1324.1,225.0,180.0
YDik5NFz,629.0,128.0,1177.0,1314.9,148.0,151.0
lKGkIbJl,559.0,144.0,1911.2,614.6,245.0,233.0
h8goPvWt,705.0,142.0,1413.8,1265.8,161.0,128.0
XEixQMyI,641.0,124.0,1369.8,825.8,176.0,167.0
xibx1FHC,661.0,91.0,1660.2,1155.4,227.0,151.0
BoHfihE1,598.0,123.0,985.9,1022.7,145.0,170.0
VNoUr6Gm,817.0,110.0,1923.9,645.7,238.0,194.0
OEu9vkmI,593.0,117.0,1854.5,1073.2,145.0,150.0
XhUcQLjC,486.0,145.0,1019.3,961.7,210.0,124.0
ijmLl4pN,489.0,78.0,1377.3,1290.5,280.0,171.0
wCZG1H6Q,477.0,91.0,2008.3,1294.9,143.0,169.0
o0Fbt1vH,574.0,84.0,1358.3,955.7,143.0,223.0
C0E4UhyM,535.0,81.0,1591.2,1141.7,173.0,120.0
ndGjG5kg,476.0,206.0,1560.9,1220.1,57.0,157.0
7i2tAOxh,564.0,137.0,2011.2,1366.6,182.0,128.0
IkMjkqFE,537.0,145.0,1634.4,1365.7,233.0,175.0
JUTWwJHe,739.0,120.0,1527.7,1007.3,119.0,211.0
OECPm0xx,593.0,104.0,1617.2,1412.4,188.0,207.0
ON90YQFi,723.0,86.0,1037.4,1145.7,211.0,263.0
TsIVzVB0,365.0,128.0,1372.7,1343.8,288.0,208.0
0G5lQtdK,455.0,104.0,1349.1,898.0,202.0,144.0
fGs1gtIg,568.0,156.0,1843.3,1033.4,201.0,139.0
TiOKzfmd,957.0,93.0,1327.3,1547.5,122.0,212.0
6LwEtC7k,655.0,129.0,1423.2,1077.3,261.0,158.0
T9jSUP4K,480.0,150.0,1342.9,1490.2,128.0,128.0
Lmh8Cu8i,735.0,191.0,1269.0,1345.3,207.0,150.0
OFNYRPz2,675.0,154.0,1290.1,1061.4,201.0,137.0
QxQbIuqD,711.0,142.0,1335.3,959.1,182.0,191.0
j2Zit0Bm,553.0,132.0,1336.5,903.8,216.0,162.0
UpXW7LbB,637.0,79.0,854.3,1141.1,159.0,146.0
DhNiiKL2,717.0,125.0,1405.4,1003.5,167.0,151.0
LPhF4H80,653.0,125.0,1388.5,1032.7,147.0,192.0
lnzwqfeh,747.0,147.0,1114.5,933.3,186.0,130.0
XK4RtFZ9,299.0,94.0,931.5,818.6,261.0,226.0
FOckD4cg,432.0,146.0,1289.6,1347.4,223.0,119.0
ViqVeP5T,769.0,123.0,840.7,1046.6,215.0,183.0
ac368JPy,375.0,58.0,1629.4,413.1,202.0,151.0
7VJwYKgM,513.0,122.0,1445.5,1387.2,187.0,108.0
60kPsyvg,579.0,108.0,1578.1,1476.5,112.0,158.0
S3XZGWiW,759.0,84.0,1463.1,868.3,121.0,23.0
ociJ8v66,629.0,139.0,1189.9,1003.9,159.0,196.0
u8V6LYr9,584.0,150.0,1082.5,1379.4,192.0,210.0
jokzPBqr,255.0,112.0,1783.4,1072.2,212.0,129.0
KQmSkxpm,565.0,145.0,1522.4,1527.1,232.0,157.0
VH2oSUmF,569.0,143.0,1412.1,1321.6,151.0,180.0
IHMnnrrt,469.0,202.0,1064.0,1248.7,252.0,172.0
DP7DV8Lh,477.0,88.0,1314.0,1033.2,211.0,242.0
JCHDWAmu,468.0,110.0,974.0,844.8,114.0,212.0
q7trR9ws,455.0,141.0,1130.3,851.4,204.0,158.0
lgdn62y1,514.0,141.0,1255.2,974.2,227.0,162.0
0aa0gvpu,816.0,160.0,1478.9,1603.4,203.0,146.0
5wX5u5An,377.0,134.0,1322.0,901.7,239.0,100.0
R5WiLRXv,692.0,109.0,1390.8,733.6,299.0,88.0
2uD78oL9,808.0,114.0,1490.8,1143.2,222.0,79.0
dkVPGapy,761.0,148.0,1679.6,1560.1,152.0,147.0
